event,series,matchNumber,scoreRedFinal,scoreBlueFinal,redTeams,blueTeams,label
FiT-W&P Midland League Meet #2,0,25,111,61,"[14905, 9381]","[24858, 4886]",1
FiT-W&P Midland League Meet #2,0,26,62,56,"[21711, 16914]","[33380, 20109]",1
FiT-W&P Midland League Meet #2,0,27,35,28,"[14952, 14145]","[21712, 4885]",1
FiT-W&P Midland League Meet #2,0,28,41,98,"[27551, 26622]","[9362, 27133]",0
FiT-W&P Midland League Meet #2,0,29,1,62,"[21713, 4906]","[33380, 33823]",0
FiT-W&P Odessa League Meet #1,0,1,55,31,"[23714, 10528]","[17304, 10860]",1
FiT-W&P Odessa League Meet #1,0,2,28,15,"[11902, 15493]","[23713, 10861]",1
FiT-W&P Odessa League Meet #1,0,3,15,18,"[27996, 17481]","[15491, 23455]",0
FiT-W&P Odessa League Meet #1,0,4,10,59,"[23715, 17480]","[23714, 11004]",0
FiT-W&P Odessa League Meet #1,0,5,8,29,"[27996, 23713]","[10528, 10860]",0
FiT-W&P Odessa League Meet #1,0,6,35,29,"[17481, 23455]","[17480, 10861]",1
FiT-W&P Odessa League Meet #1,0,7,20,14,"[15491, 15493]","[11902, 11004]",1
FiT-W&P Odessa League Meet #1,0,8,16,20,"[17304, 23713]","[23715, 17481]",0
FiT-W&P Odessa League Meet #1,0,9,12,69,"[11004, 10861]","[23714, 27996]",0
FiT-W&P Odessa League Meet #1,0,10,15,11,"[10860, 23715]","[23455, 15493]",1
FiT-W&P Odessa League Meet #1,0,11,24,37,"[11902, 17480]","[10528, 17304]",0
FiT-W&P Odessa League Meet #1,0,12,56,15,"[23714, 15491]","[23455, 23713]",1
FiT-W&P Odessa League Meet #1,0,13,55,7,"[17480, 17304]","[27996, 15493]",1
FiT-W&P Odessa League Meet #1,0,14,16,18,"[10860, 11004]","[11902, 17481]",0
FiT-W&P Odessa League Meet #1,0,15,36,21,"[10528, 10861]","[15491, 23715]",1
FiT-W&P Odessa League Meet #1,0,16,52,15,"[23455, 17304]","[23713, 11004]",1
FiT-W&P Odessa League Meet #1,0,17,28,73,"[27996, 11902]","[23715, 23714]",0
FiT-W&P Odessa League Meet #1,0,18,14,31,"[15491, 10861]","[17480, 10860]",0
FiT-W&P Odessa League Meet #1,0,19,18,69,"[15493, 10528]","[23714, 17481]",0
FiT-W&P Odessa League Meet #2,0,1,23,46,"[23713, 17304]","[23715, 27996]",0
FiT-W&P Odessa League Meet #2,0,2,68,71,"[15493, 15491]","[10528, 23714]",0
FiT-W&P Odessa League Meet #2,0,3,36,16,"[11004, 10861]","[17480, 23455]",1
FiT-W&P Odessa League Meet #2,0,4,34,40,"[23715, 11902]","[15491, 17481]",0
FiT-W&P Odessa League Meet #2,0,5,17,17,"[10528, 15493]","[10861, 23713]",0
FiT-W&P Odessa League Meet #2,0,6,33,16,"[11004, 11902]","[17481, 27996]",1
FiT-W&P Odessa League Meet #2,0,7,69,31,"[23714, 17480]","[17304, 23455]",1
FiT-W&P Odessa League Meet #2,0,8,35,62,"[15493, 11004]","[23713, 15491]",0
FiT-W&P Odessa League Meet #2,0,9,130,13,"[23714, 23715]","[10861, 27996]",1
FiT-W&P Odessa League Meet #2,0,10,24,41,"[17481, 23455]","[17304, 10528]",0
FiT-W&P Odessa League Meet #2,0,11,45,55,"[17480, 23713]","[11902, 23714]",0
FiT-W&P Odessa League Meet #2,0,12,31,53,"[17304, 10861]","[11004, 15491]",0
FiT-W&P Odessa League Meet #2,0,13,33,47,"[23455, 23715]","[15493, 11902]",0
FiT-W&P Odessa League Meet #2,0,14,20,38,"[10528, 17481]","[17480, 27996]",0
FiT-W&P Odessa League Meet #2,0,15,49,33,"[10861, 15493]","[11902, 17304]",1
FiT-W&P Odessa League Meet #2,0,16,35,124,"[23455, 15491]","[23713, 17481]",0
FiT-W&P Odessa League Meet #2,0,17,43,72,"[23715, 10528]","[23714, 11004]",0
FiT-W&P Odessa League Meet #2,0,18,52,58,"[27996, 15491]","[17480, 15493]",0
UT-Beehive Academy Qualifier,0,1,51,54,"[5026, 33441]","[32068, 33748]",0
UT-Beehive Academy Qualifier,0,2,10,111,"[31683, 21676]","[31835, 19389]",0
UT-Beehive Academy Qualifier,0,3,77,28,"[8641, 17230]","[32071, 30534]",1
UT-Beehive Academy Qualifier,0,4,31,13,"[31834, 25976]","[32272, 8400]",1
UT-Beehive Academy Qualifier,0,5,16,35,"[19922, 20515]","[16028, 31143]",0
UT-Beehive Academy Qualifier,0,6,32,55,"[26630, 33441]","[19389, 8400]",0
UT-Beehive Academy Qualifier,0,7,60,28,"[25976, 32068]","[20515, 32071]",1
UT-Beehive Academy Qualifier,0,8,59,56,"[30534, 33748]","[31834, 21676]",1
UT-Beehive Academy Qualifier,0,9,80,34,"[5026, 31835]","[31143, 32272]",1
UT-Beehive Academy Qualifier,0,10,74,69,"[26630, 19922]","[17230, 31683]",1
UT-Beehive Academy Qualifier,0,11,42,98,"[8641, 32272]","[16028, 19389]",0
UT-Beehive Academy Qualifier,0,12,51,84,"[31834, 33748]","[31835, 19922]",0
UT-Beehive Academy Qualifier,0,13,58,47,"[5026, 25976]","[26630, 8641]",1
UT-Beehive Academy Qualifier,0,14,34,73,"[16028, 32068]","[31683, 30534]",0
UT-Beehive Academy Qualifier,0,15,53,49,"[17230, 31143]","[8400, 21676]",1
UT-Beehive Academy Qualifier,0,16,31,142,"[32272, 32071]","[33441, 20515]",0
UT-Beehive Academy Qualifier,0,17,75,44,"[31835, 30534]","[26630, 25976]",1
UT-Beehive Academy Qualifier,0,18,36,56,"[8641, 31683]","[31143, 33441]",0
UT-Beehive Academy Qualifier,0,19,38,71,"[20515, 21676]","[5026, 19922]",0
UT-Beehive Academy Qualifier,0,20,85,17,"[8400, 33748]","[16028, 32071]",1
UT-Beehive Academy Qualifier,0,21,89,26,"[17230, 19389]","[32068, 31834]",1
UT-Beehive Academy Qualifier,0,22,20,61,"[25976, 16028]","[21676, 33441]",0
UT-Beehive Academy Qualifier,0,23,72,110,"[33748, 31683]","[20515, 17230]",0
UT-Beehive Academy Qualifier,0,24,25,31,"[32071, 26630]","[31834, 31143]",0
UT-Beehive Academy Qualifier,0,25,143,49,"[8400, 31835]","[32068, 8641]",1
UT-Beehive Academy Qualifier,0,26,26,92,"[30534, 19922]","[19389, 5026]",0
UT-Beehive Academy Qualifier,0,27,46,31,"[32272, 21676]","[26630, 32068]",1
UT-Beehive Academy Qualifier,0,28,35,39,"[32071, 31834]","[31683, 5026]",0
UT-Beehive Academy Qualifier,0,29,159,64,"[33441, 16028]","[31835, 17230]",1
UT-Beehive Academy Qualifier,0,30,44,45,"[19389, 31143]","[33748, 25976]",0
UT-Beehive Academy Qualifier,0,31,50,58,"[30534, 8400]","[19922, 32272]",0
UT-Beehive Academy Qualifier,0,32,45,80,"[20515, 31834]","[8641, 31835]",0
UT-Beehive Academy Qualifier,1,1,45,44,"[8400, 19922]","[25976, 33748]",1
UT-Beehive Academy Qualifier,2,1,51,40,"[33441, 16028]","[31143, 20515]",1
UT-Beehive Academy Qualifier,3,1,111,81,"[19389, 31835]","[19922, 8400]",1
UT-Beehive Academy Qualifier,4,1,76,51,"[5026, 17230]","[33441, 16028]",1
UT-Beehive Academy Qualifier,5,1,37,72,"[19922, 8400]","[31143, 20515]",0
UT-Beehive Academy Qualifier,6,1,61,84,"[33441, 16028]","[25976, 33748]",0
UT-Beehive Academy Qualifier,7,1,114,95,"[19389, 31835]","[5026, 17230]",1
UT-Beehive Academy Qualifier,8,1,63,102,"[25976, 33748]","[20515, 31143]",0
UT-Beehive Academy Qualifier,9,1,78,43,"[5026, 17230]","[31143, 20515]",1
UT-Beehive Academy Qualifier,10,1,106,77,"[31835, 19389]","[17230, 5026]",1
UT-Beehive Scrimmage,0,1,21,33,"[33748, 30534]","[31834, 31143]",0
UT-Beehive Scrimmage,0,2,49,13,"[31683, 17230]","[26630, 33441]",1
UT-Beehive Scrimmage,0,1,59,28,"[33441, 19389]","[17230, 3747]",1
UT-Beehive Scrimmage,0,2,33,28,"[32272, 33748]","[20515, 31835]",1
UT-Beehive Scrimmage,0,3,41,31,"[31834, 31143]","[30534, 26630]",1
UT-Beehive Scrimmage,0,4,37,24,"[24087, 8641]","[20515, 32068]",1
UT-Beehive Scrimmage,0,5,16,78,"[31834, 33441]","[31143, 33748]",0
UT-Beehive Scrimmage,0,6,38,57,"[31835, 30534]","[19389, 24087]",0
UT-Beehive Scrimmage,0,7,40,11,"[26630, 32272]","[17230, 32068]",1
UT-Beehive Scrimmage,0,8,39,42,"[8641, 33748]","[30534, 3747]",0
UT-Beehive Scrimmage,0,9,29,74,"[33441, 32068]","[31834, 19389]",0
UT-Beehive Scrimmage,0,10,67,23,"[31835, 31143]","[17230, 8641]",1
UT-Beehive Scrimmage,0,11,15,43,"[26630, 24087]","[32272, 3747]",0
UT-Beehive Scrimmage,0,12,37,23,"[20515, 17230]","[30534, 32068]",1
UT-Beehive Scrimmage,0,13,27,28,"[33441, 31143]","[24087, 32272]",0
UT-Beehive Scrimmage,0,14,69,13,"[19389, 33748]","[8641, 26630]",1
UT-Beehive Scrimmage,0,15,223,44,"[20515, 3747]","[31834, 31835]",1
UT-Beehive Scrimmage,0,16,90,42,"[8641, 30534]","[32272, 33441]",1
UT-Beehive Scrimmage,0,17,35,60,"[17230, 24087]","[33748, 31834]",0
UT-Beehive Scrimmage,0,18,75,73,"[19389, 3747]","[31143, 20515]",1
UT-Beehive Scrimmage,0,19,53,102,"[32068, 26630]","[31835, 33441]",0
UT-Beehive Scrimmage,1,1,112,54,"[19389, 3747]","[31143, 8641]",1
UT-Beehive Scrimmage,2,1,37,79,"[20515, 32272]","[31834, 33748]",0
UT-Beehive Scrimmage,3,1,32,55,"[31143, 8641]","[32272, 20515]",0
UT-Beehive Scrimmage,4,1,95,72,"[19389, 3747]","[33748, 31834]",1
UT-Beehive Scrimmage,5,1,55,26,"[33748, 31834]","[32272, 20515]",1
UT-Beehive Scrimmage,6,1,123,59,"[3747, 19389]","[33748, 31834]",1
Agnesi League Meet 1,0,1,41,7,"[18249, 30392]","[25984, 27059]",1
Agnesi League Meet 1,0,2,47,49,"[23795, 11990]","[8099, 30316]",0
Agnesi League Meet 1,0,3,36,27,"[32794, 17103]","[22271, 26021]",1
Agnesi League Meet 1,0,4,51,27,"[30395, 30392]","[18215, 20654]",1
Agnesi League Meet 1,0,5,24,24,"[25984, 30316]","[8099, 26021]",0
Agnesi League Meet 1,0,6,61,16,"[22271, 23795]","[18215, 27059]",1
Agnesi League Meet 1,0,7,53,14,"[11990, 17103]","[32794, 30395]",1
Agnesi League Meet 1,0,8,38,11,"[20654, 26021]","[23795, 18249]",1
Agnesi League Meet 1,0,9,41,37,"[18215, 30316]","[25984, 32794]",1
Agnesi League Meet 1,0,10,46,24,"[30395, 22271]","[8099, 18249]",1
Agnesi League Meet 1,0,11,34,43,"[27059, 17103]","[11990, 20654]",0
Agnesi League Meet 1,0,12,82,24,"[25984, 30392]","[23795, 30395]",1
Agnesi League Meet 1,0,13,52,10,"[8099, 20654]","[32794, 18215]",1
Agnesi League Meet 1,0,14,52,36,"[18249, 27059]","[17103, 30316]",1
Agnesi League Meet 1,0,15,42,32,"[26021, 30392]","[11990, 22271]",1
Agnesi League Meet 1,0,16,52,61,"[30316, 23795]","[17103, 30395]",0
Agnesi League Meet 1,0,17,62,13,"[18215, 8099]","[27059, 26021]",1
Agnesi League Meet 1,0,18,36,59,"[22271, 20654]","[11990, 25984]",0
Agnesi League Meet 1,0,19,19,71,"[18249, 32794]","[30392, 23795]",0
Agnesi League Meet 1,0,20,18,52,"[18215, 22271]","[20654, 30316]",0
Agnesi League Meet 1,0,21,13,16,"[27059, 30395]","[26021, 32794]",0
Agnesi League Meet 1,0,22,33,74,"[8099, 25984]","[17103, 30392]",0
Agnesi League Meet 1,0,23,51,24,"[11990, 32794]","[18249, 18215]",1
Agnesi League Meet 2,0,1,15,52,"[27059, 18215]","[11990, 30316]",0
Agnesi League Meet 2,0,2,39,103,"[18249, 8099]","[30392, 20654]",0
Agnesi League Meet 2,0,3,42,62,"[17103, 23795]","[25984, 32794]",0
Agnesi League Meet 2,0,4,10,36,"[26021, 22271]","[30395, 30316]",0
Agnesi League Meet 2,0,5,128,53,"[17103, 30392]","[11990, 18215]",1
Agnesi League Meet 2,0,6,24,83,"[30395, 32794]","[20654, 27059]",0
Agnesi League Meet 2,0,7,55,22,"[23795, 25984]","[26021, 8099]",1
Agnesi League Meet 2,0,8,23,25,"[30395, 22271]","[18249, 32794]",0
Agnesi League Meet 2,0,9,75,115,"[20654, 17103]","[30392, 27059]",0
Agnesi League Meet 2,0,10,39,16,"[18249, 11990]","[23795, 26021]",1
Agnesi League Meet 2,0,11,12,57,"[18215, 22271]","[25984, 8099]",0
Agnesi League Meet 2,0,12,44,95,"[30316, 26021]","[32794, 20654]",0
Agnesi League Meet 2,0,13,49,28,"[27059, 30395]","[18215, 23795]",1
Agnesi League Meet 2,0,14,105,100,"[11990, 30392]","[22271, 25984]",1
Agnesi League Meet 2,0,15,48,56,"[18249, 30316]","[17103, 8099]",0
Agnesi League Meet 2,0,16,52,91,"[26021, 32794]","[18215, 30392]",0
Agnesi League Meet 2,0,17,66,59,"[30395, 8099]","[11990, 17103]",1
Agnesi League Meet 2,0,18,68,41,"[18249, 25984]","[30316, 27059]",1
Agnesi League Meet 2,0,19,62,61,"[20654, 23795]","[17103, 22271]",1
Agnesi League Meet 2,0,20,21,48,"[27059, 32794]","[8099, 11990]",0
Agnesi League Meet 2,0,21,44,69,"[25984, 18215]","[20654, 18249]",0
Agnesi League Meet 2,0,22,103,37,"[30392, 30316]","[30395, 23795]",1
Agnesi League Meet 2,0,23,39,32,"[26021, 17103]","[22271, 27059]",1
Bardeen League Meet 1,0,1,67,98,"[7760, 32788]","[31991, 27433]",0
Bardeen League Meet 1,0,2,94,57,"[14343, 16864]","[18693, 7759]",1
Bardeen League Meet 1,0,3,25,54,"[9330, 19834]","[14179, 32785]",0
Bardeen League Meet 1,0,4,32,29,"[27433, 21370]","[16864, 22152]",1
Bardeen League Meet 1,0,5,56,54,"[31991, 18693]","[32785, 9330]",1
Bardeen League Meet 1,0,6,16,65,"[32788, 7759]","[21370, 14179]",0
Bardeen League Meet 1,0,7,55,59,"[19834, 14343]","[7760, 22152]",0
Bardeen League Meet 1,0,8,64,60,"[14179, 7759]","[27433, 9330]",1
Bardeen League Meet 1,0,9,84,51,"[22152, 32788]","[32785, 7760]",1
Bardeen League Meet 1,0,10,80,58,"[21370, 31991]","[14343, 18693]",1
Bardeen League Meet 1,0,11,63,22,"[16864, 27433]","[32785, 19834]",1
Bardeen League Meet 1,0,12,132,50,"[22152, 7759]","[18693, 32788]",1
Bardeen League Meet 1,0,13,44,103,"[19834, 7760]","[9330, 21370]",0
Bardeen League Meet 1,0,14,98,47,"[16864, 14179]","[14343, 31991]",1
Bardeen League Meet 1,0,15,70,31,"[18693, 19834]","[32788, 27433]",1
Bardeen League Meet 1,0,16,61,122,"[21370, 22152]","[9330, 14179]",0
Bardeen League Meet 1,0,17,53,54,"[32785, 31991]","[7759, 7760]",0
Bardeen League Meet 1,0,18,53,12,"[14343, 9330]","[32788, 16864]",1
Bardeen League Meet 1,0,19,51,41,"[7759, 31991]","[22152, 19834]",1
Bardeen League Meet 1,0,20,29,56,"[27433, 32785]","[14343, 21370]",0
Bardeen League Meet 1,0,21,61,52,"[14179, 7760]","[18693, 16864]",1
Bardeen League Meet 2,0,1,43,98,"[9330, 19834]","[7760, 18693]",0
Bardeen League Meet 2,0,2,125,58,"[14343, 21370]","[32785, 16864]",1
Bardeen League Meet 2,0,3,65,102,"[7759, 31991]","[32788, 14179]",0
